0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650,9709,18715,6359,18678,13554,12515,12213,39175,33051,11451,45837,55911,79117,26387,7941,0,11089,22961,11230,5111,3461,0,0,0,0,0,5001,8495,8508,5659,4399,14478,48422,49703,50072,129413,122371,95132,48758,29176,83253,49047,10589,3352,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,9482,16428,38941,0,0,0,30341,46370,30602,14884,47917,41374,0,0,0,3496,7434,21915,26559,18663,5204,0,0,0,6080,4567,6205,888,870,0,0,0,0,84853,75205,95784,116640,114480,31604,0,0,0,2303,5253,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321,24290,0,33663,0,0,0,51840,0,68450,49022,0,11748,0,0,0,34494,0,8412,23764,0,10202,0,0,0,26676,0,38780,13130,0,4514,0,0,0,95657,0,90424,148479,0,31546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,10402,20948,8434,0,0,0,78247,79509,62277,46337,36495,20747,0,0,0,46475,44191,29864,44004,63038,49415,0,0,0,43779,19196,41491,33154,30487,11218,0,0,0,132058,126537,122048,120668,58982,55040,0,0,0,0,0,0,1351,1904,3886,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,4182,13813,18996,28072,77176,70579,92513,64493,34941,72188,52994,24475,13035,544,747,8859,8744,43946,30972,43280,43797,22633,3326,17634,47199,31890,35422,48618,56359,19900,24617,27379,34870,61645,41126,90482,61440,53249,74090,76427,35856,13477,192,0,8592,22846,7519,20913,19150,564,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15018,0,19943,14947,0,85962,72037,0,17016,34317,0,2714,4453,0,4003,2149,0,29969,19446,0,75643,67636,0,19618,19754,0,34910,75694,0,46743,25149,0,26959,22159,0,51352,58655,0,62908,83987,0,32061,38462,0,11689,48873,0,14988,19990,0,238,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6142,10589,694,421,21216,60477,64359,16868,27104,17964,0,2787,15380,7861,17091,9507,17834,42641,83114,113206,125747,82905,8414,13441,36916,23001,29750,59494,64540,53194,36845,36503,23084,5969,21533,45175,49402,41910,48923,35867,26256,17814,28195,14282,11813,11450,16897,15649,45875,31543,7063,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43587,61334,95348,48201,16455,8135,7136,73675,100945,53277,40605,39221,28366,31853,25312,63030,29432,15093,9065,18348,36131,37977,13141,14067,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30887,0,92743,87924,0,33890,31291,0,65797,59060,0,13063,17802,0,34203,64948,0,32363,45842,0,43095,16643,0,937,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39999,82530,57197,107193,102538,76663,46247,77763,45189,14677,39359,65439,54686,62273,47794,105309,106314,100010,54470,52886,52378,24966,932,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96083,66405,51056,0,0,0,54912,54666,62063,42046,61941,70436,0,0,0,59282,102034,84596,36704,47287,122215,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101222,0,47920,0,0,0,17269,0,34745,36098,0,10344,0,0,0,38814,0,64361,29096,0,80081,0,0,0,4523,0,0
33,0,935,0,0,0,1862,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124861,131239,79408,0,0,0,12554,15669,43933,63980,42997,5166,0,0,0,60576,39665,67414,73285,37363,20018,0,0,0,17690,15051,9634
142,0,7223,10072,224,14960,5604,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165554,146193,60051,28868,16420,1525,26074,10154,57087,30145,32892,35535,4811,16769,54328,44220,39656,55097,54931,20916,24599,56123,108050,102155,42182,23069,9450
14956,0,6928,35068,0,28926,14799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117709,0,66896,38019,0,31612,7971,0,79432,44157,0,43200,37026,0,98280,70002,0,36987,7091,0,35877,84395,0,35796,49093,0,25203
39537,43214,21421,24548,82930,33866,19466,5827,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60471,113255,95016,79436,84847,80107,36209,62569,81897,21200,6509,35572,65441,77185,101109,70786,31183,28865,17420,24688,23388,65589,115126,32581,48055,74498,36127
56088,23101,72403,58798,35842,5793,9012,20774,13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73600,87322,74932,68092,128800,99163,107553,58528,54780,0,0,0,0,0,0,0,0,0,40665,5367,18118,37883,77145,51951,30447,41722,48965
60788,0,49352,79022,0,37698,15956,0,27194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84928,0,33430,35170,0,109349,70241,0,81519,0,0,0,0,0,0,0,0,0,36765,0,38802,25278,0,50372,11255,0,34937
37366,45985,56164,87911,102724,41674,81808,121938,74216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29821,23823,38900,52668,36973,34168,22716,46292,76699,0,0,0,0,0,0,0,0,0,65117,44030,19330,27006,50992,32351,29196,36615,21252
33609,61038,79460,0,0,0,91591,104049,101479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52953,31978,54743,0,0,0,39730,76936,68289,0,0,0,0,0,0,0,0,0,35142,30322,48835,0,0,0,34860,46155,29549
46687,0,53245,0,0,0,78645,0,64205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83478,0,74795,0,0,0,41357,0,58665,0,0,0,0,0,0,0,0,0,35845,0,26758,0,0,0,53313,0,18288
68650,88568,69781,0,0,0,40473,28715,36994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73866,35191,76851,0,0,0,26532,14035,43940,0,0,0,0,0,0,0,0,0,25484,17919,25290,0,0,0,36839,17945,21752
84675,111784,94478,132187,82891,42766,37689,47094,85737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37313,15956,43373,33787,81461,58187,39013,24674,18896,0,0,0,0,0,0,0,0,0,52057,32514,18774,178,0,7649,32521,38925,22463
46178,0,39409,35671,0,52338,73895,0,50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9212,0,7410,17715,0,47858,44627,0,8332,0,0,0,0,0,0,0,0,0,24159,0,12468,1548,0,8555,16785,0,14353
12404,39994,29615,14655,35331,28185,46786,69886,39553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,14648,6588,9698,24243,12153,15677,19397,18445,0,0,0,0,0,0,0,0,0,8574,7413,9575,17775,44781,10209,22804,7012,8535
18506,44586,60230,42009,33648,35104,22335,31015,44517,40400,41256,5554,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15596,11013,12759,31529,14206,32235,32319,49862,40760,16276,162,70,6674,8459,5739,3693,17001,24380,22179,6111,9765,15464,17497,20220,24379,6167,21714
30001,0,26498,22201,0,70321,33264,0,21942,5550,0,14109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119530,0,67825,90791,0,18968,38559,0,68380,27150,0,11989,17924,0,269,3020,0,38533,14944,0,25170,15226,0,25414,18547,0,28412
5532,1521,14181,10856,7549,35812,27210,10861,8754,7607,4575,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160869,77315,138510,114399,99149,34186,59937,20145,36570,39995,20882,14734,13600,2327,4315,4411,2281,7069,17774,69595,61818,18394,3107,10870,16335,9010,9612
1547,429,12136,0,0,0,9802,18699,6256,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145628,94907,116286,0,0,0,43277,41526,40788,45470,34987,4042,0,0,0,0,0,9599,21343,61607,90428,0,0,0,28049,27135,26570
129,0,31149,0,0,0,16028,0,6507,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128641,0,148721,0,0,0,17532,0,30120,42524,0,6557,0,0,0,17063,0,33552,37823,0,130921,0,0,0,12848,0,18070
10634,151,2296,0,0,0,33162,9213,7357,4187,4668,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139349,74111,70469,0,0,0,37572,15242,24858,18413,5621,964,0,0,0,46145,52268,49351,30351,43648,82410,0,0,0,0,4478,24820
12078,71,0,0,0,39,10572,5304,11732,17802,11914,3975,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111754,81920,51560,27619,10810,7225,16836,18569,7609,11143,4646,8007,2053,36208,100635,54809,31281,35429,24635,29490,55082,63583,71751,8667,1973,5745,11351
6195,0,0,0,0,0,0,0,19414,20772,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43704,0,43217,34170,0,9440,8110,0,14471,6814,0,42712,15048,0,55868,35321,0,10429,18130,0,62902,65056,0,3268,5671,0,26873
31611,11278,0,0,0,0,0,0,3551,12073,0,795,10139,12897,5,589,4021,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31161,68518,27162,11189,17388,16917,18162,8546,15121,16865,16059,15592,11934,2772,8553,22786,32190,13723,5180,22693,21942,23135,12723,1388,13887,33091,22722
15912,17086,516,0,0,0,0,0,406,7621,4514,1022,30561,39706,12304,4677,7778,2515,0,0,0,0,0,0,0,0,0,0,0,0,6461,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,8105,1828,0,2808,43704,16963,12476,16152,13254,25548,31426,22431,3471,0,0,11649,25422,29860,27059,13950,15548,16110,26425,5479,397,6295,2346
10365,0,0,0,0,0,0,0,0,4621,0,19112,40195,0,14292,7286,0,8827,696,0,0,0,0,0,0,0,0,0,0,4188,8034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,281,0,0,0,0,7130,7025,0,8412,2048,0,1843,0,0,0,3173,0,25796,40591,0,19672,4610,0,0,4262,0,11519
13890,0,0,0,0,0,0,0,0,8655,34524,34281,16730,1349,1203,11383,16690,23373,2735,16,0,0,0,0,0,0,0,0,527,11197,14110,888,0,0,658,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6035,6415,3595,6344,2582,6826,9284,5510,6369,1069,0,0,0,2801,6816,495,10701,35242,54898,12756,6172,177,37,13468,25820,21877
2510,0,0,0,0,0,0,0,0,297,10523,54703,0,0,0,25839,33101,25532,24676,6181,0,0,0,0,0,0,0,0,0,19290,0,0,0,1334,6717,6744,7,3178,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,6847,6778,6637,1643,2674,0,0,0,58,46,0,2350,44,0,0,0,0,14439,9857,6610,7230,12180,1490,0,0,0,309,12388,15697
806,0,0,0,0,0,7323,0,48,1241,0,27877,0,0,0,47700,0,10912,10835,0,377,0,0,0,1150,0,0,0,0,48534,0,0,0,1213,0,5908,6944,0,16296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11162,19217,0,20615,0,0,0,0,0,0,0,0,0,0,0,0,12002,0,0,1109,0,0,0,0,0,3809,0,14502
0,0,0,0,0,0,40876,28137,9229,15653,32616,30113,0,0,0,97933,70763,47141,51061,29840,5915,0,0,0,12918,2448,6169,3518,12621,19575,0,0,0,6019,2468,14119,29715,21178,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,35533,25571,3526,39286,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,28379,12771,8103
3338,767,0,0,290,12582,32997,23365,2097,1071,5601,19237,58350,49503,64434,45903,44782,36074,37980,36799,29262,1464,0,53,12458,24023,7752,13593,10941,7372,16299,26130,5115,1989,1471,23495,26133,19709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,8448,11699,1748,6942,24893,41887,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25220,26224,1889,2913
3103,0,394,0,0,16998,15784,0,4917,118,0,12543,28893,0,79711,94290,0,32666,28116,0,49956,1176,0,11017,22607,0,22391,24930,0,9593,1823,0,19109,21624,0,16848,18320,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8165,867,0,14802,12131,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,9769,0,252
4528,10418,5956,1462,6569,8001,4759,10891,8545,11064,47348,37290,43078,61617,79431,140636,120878,59430,36080,27566,25745,12479,48893,60618,43588,77510,69500,57978,37945,59565,24447,9537,45543,58004,63570,63043,25864,20529,11054,3364,0,0,0,0,0,0,0,0,0,0,1146,1116,821,3540,2551,427,12221,10891,3806,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5611,25236,44537,7418
5820,11782,56,5450,340,0,1760,5286,24414,0,0,0,0,0,0,0,0,0,32018,48107,39487,29038,84039,91573,54282,87933,74428,94257,62385,84784,42541,53386,54730,70142,86817,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221,6621,2485,2626,0,1998,2713,2906,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,19685,38543,39121,9967
3968,0,6270,4759,0,826,3235,0,5151,0,0,0,0,0,0,0,0,0,36034,0,31488,43339,0,123021,58308,0,124675,82333,0,112257,77226,0,58303,74959,0,67522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094,25318,0,5182
30288,10821,6295,892,46,9708,4505,34497,14610,0,0,0,0,0,0,0,0,0,53686,16337,23472,47654,79752,129416,72640,94832,96279,82148,64162,54564,80127,95109,124646,120251,147688,92536,0,0,0,0,0,0,0,0,0,9845,6053,1081,0,0,1252,730,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9944,20440,15386
31392,23865,4546,0,0,0,799,38356,52824,0,0,0,0,0,0,0,0,0,56323,14176,27365,0,0,0,30188,64241,61627,39357,42486,61002,0,0,0,94657,126365,109192,0,0,0,0,0,0,0,0,0,38334,61837,16672,0,0,0,3643,2605,5689,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13675,16243,59838
14682,0,21,0,0,0,3791,0,69823,0,0,0,0,0,0,0,0,0,95971,0,39838,0,0,0,26819,0,92935,61083,0,74023,0,0,0,125830,0,133409,0,0,0,0,0,0,0,0,0,40344,0,11905,0,0,0,16634,0,11967,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26275
10826,9835,5930,0,0,0,21384,23182,33411,0,0,0,0,0,0,0,0,0,128497,112044,71935,0,0,0,29535,60582,76628,43050,42966,42780,0,0,0,165828,188388,110714,0,0,0,0,0,0,0,0,0,17112,1675,16456,0,0,0,4775,18092,16046,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,10841,16003
18741,9186,6382,11287,10454,25135,27256,23214,23734,0,0,0,0,0,0,0,0,0,163185,142289,65004,62666,85951,88692,64081,67551,43605,59833,63478,46199,67169,81250,79855,119258,160190,160735,0,0,0,0,0,0,0,0,0,934,7104,27659,50422,54379,40870,22886,3475,17369,504,0,251,7241,4599,9981,390,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1698,2266,4406,20221,19675,4098
15606,0,21074,22365,0,14183,21419,0,2137,0,0,0,0,0,0,0,0,0,121384,0,67848,38015,0,28165,59985,0,32552,23319,0,77155,96683,0,50559,87598,0,96589,0,0,0,0,0,0,0,0,0,0,0,16895,38838,0,31200,14373,0,7925,11134,0,7251,10470,0,9665,1484,0,0,0,0,0,0,0,0,0,0,0,2398,0,2498,12405,0,36518,44132,0,7849
26234,39422,53922,36571,59563,62250,17045,1340,1698,0,0,0,0,0,0,0,0,0,51187,43888,30637,46684,53062,50861,73060,35671,23769,15180,37302,96261,86755,92440,99574,123936,100996,122655,0,0,0,0,0,0,0,0,0,0,1869,32296,40601,10386,9366,23573,22743,16806,19874,16883,1618,27,4237,5873,11298,11384,6885,0,0,0,0,0,0,0,0,0,48162,67380,82090,55007,21881,9362,14372,15429,13380
